Date, Instance, Algorithm, RandSeed, Duration, Optima
2026-02-19 16:40:12, QWH-50-70-22.txt, SRLS, 26, 2.987, 0
2026-02-19 16:40:13, QWH-50-70-22.txt, SRLS, 27, 0.964, 0
2026-02-19 16:40:14, QWH-50-70-22.txt, SRLS, 28, 0.644, 0
2026-02-19 16:40:16, QWH-50-70-22.txt, SRLS, 29, 2.059, 0
2026-02-19 16:40:20, QWH-50-70-22.txt, SRLS, 30, 3.286, 0
2026-02-19 16:40:24, QWH-50-70-23.txt, SRLS, 1, 4.350, 0
2026-02-19 16:40:25, QWH-50-70-23.txt, SRLS, 2, 1.012, 0
2026-02-19 16:40:26, QWH-50-70-23.txt, SRLS, 3, 0.156, 0
2026-02-19 16:40:26, QWH-50-70-23.txt, SRLS, 4, 0.375, 0
2026-02-19 16:40:28, QWH-50-70-23.txt, SRLS, 5, 2.163, 0
2026-02-19 16:40:30, QWH-50-70-23.txt, SRLS, 6, 1.201, 0
2026-02-19 16:40:31, QWH-50-70-23.txt, SRLS, 7, 1.478, 0
2026-02-19 16:40:34, QWH-50-70-23.txt, SRLS, 8, 2.807, 0
2026-02-19 16:40:36, QWH-50-70-23.txt, SRLS, 9, 1.997, 0
2026-02-19 16:40:40, QWH-50-70-23.txt, SRLS, 10, 3.510, 0
2026-02-19 16:40:41, QWH-50-70-23.txt, SRLS, 11, 0.531, 0
2026-02-19 16:40:42, QWH-50-70-23.txt, SRLS, 12, 1.579, 0
2026-02-19 16:40:43, QWH-50-70-23.txt, SRLS, 13, 1.011, 0
2026-02-19 16:40:44, QWH-50-70-23.txt, SRLS, 14, 0.690, 0
2026-02-19 16:40:47, QWH-50-70-23.txt, SRLS, 15, 2.609, 0
2026-02-19 16:40:48, QWH-50-70-23.txt, SRLS, 16, 0.503, 0
2026-02-19 16:40:49, QWH-50-70-23.txt, SRLS, 17, 0.926, 0
2026-02-19 16:40:52, QWH-50-70-23.txt, SRLS, 18, 3.013, 0
2026-02-19 16:40:57, QWH-50-70-23.txt, SRLS, 19, 5.345, 0
2026-02-19 16:41:00, QWH-50-70-23.txt, SRLS, 20, 2.567, 0
2026-02-19 16:41:01, QWH-50-70-23.txt, SRLS, 21, 0.821, 0
2026-02-19 16:41:03, QWH-50-70-23.txt, SRLS, 22, 2.107, 0
2026-02-19 16:41:05, QWH-50-70-23.txt, SRLS, 23, 2.258, 0
2026-02-19 16:41:08, QWH-50-70-23.txt, SRLS, 24, 2.145, 0
2026-02-19 16:41:09, QWH-50-70-23.txt, SRLS, 25, 1.232, 0
2026-02-19 16:41:16, QWH-50-70-23.txt, SRLS, 26, 7.332, 0
2026-02-19 16:41:21, QWH-50-70-23.txt, SRLS, 27, 4.100, 0
2026-02-19 16:41:21, QWH-50-70-23.txt, SRLS, 28, 0.388, 0
2026-02-19 16:41:24, QWH-50-70-23.txt, SRLS, 29, 2.785, 0
2026-02-19 16:41:25, QWH-50-70-23.txt, SRLS, 30, 0.466, 0
2026-02-19 16:41:28, QWH-50-70-24.txt, SRLS, 1, 2.878, 0
2026-02-19 16:41:38, QWH-50-70-24.txt, SRLS, 2, 9.852, 0
2026-02-19 16:41:45, QWH-50-70-24.txt, SRLS, 3, 7.634, 0
2026-02-19 16:41:49, QWH-50-70-24.txt, SRLS, 4, 3.632, 0
2026-02-19 16:41:51, QWH-50-70-24.txt, SRLS, 5, 1.883, 0
2026-02-19 16:42:01, QWH-50-70-24.txt, SRLS, 6, 9.543, 0
2026-02-19 16:42:12, QWH-50-70-24.txt, SRLS, 7, 11.064, 0
2026-02-19 16:42:15, QWH-50-70-24.txt, SRLS, 8, 2.869, 0
2026-02-19 16:42:24, QWH-50-70-24.txt, SRLS, 9, 8.758, 0
2026-02-19 16:42:33, QWH-50-70-24.txt, SRLS, 10, 8.957, 0
2026-02-19 16:42:50, QWH-50-70-24.txt, SRLS, 11, 16.607, 0
2026-02-19 16:42:53, QWH-50-70-24.txt, SRLS, 12, 3.547, 0
2026-02-19 16:42:55, QWH-50-70-24.txt, SRLS, 13, 1.864, 0
2026-02-19 16:42:57, QWH-50-70-24.txt, SRLS, 14, 1.960, 0
2026-02-19 16:43:02, QWH-50-70-24.txt, SRLS, 15, 5.132, 0
2026-02-19 16:43:05, QWH-50-70-24.txt, SRLS, 16, 2.338, 0
2026-02-19 16:43:13, QWH-50-70-24.txt, SRLS, 17, 7.535, 0
2026-02-19 16:43:15, QWH-50-70-24.txt, SRLS, 18, 1.931, 0
2026-02-19 16:43:16, QWH-50-70-24.txt, SRLS, 19, 1.541, 0
2026-02-19 16:43:19, QWH-50-70-24.txt, SRLS, 20, 2.751, 0
2026-02-19 16:43:20, QWH-50-70-24.txt, SRLS, 21, 0.697, 0
2026-02-19 16:43:22, QWH-50-70-24.txt, SRLS, 22, 2.382, 0
2026-02-19 16:43:28, QWH-50-70-24.txt, SRLS, 23, 4.941, 0
2026-02-19 16:43:29, QWH-50-70-24.txt, SRLS, 24, 1.669, 0
2026-02-19 16:43:30, QWH-50-70-24.txt, SRLS, 25, 0.346, 0
2026-02-19 16:43:35, QWH-50-70-24.txt, SRLS, 26, 5.539, 0
2026-02-19 16:43:42, QWH-50-70-24.txt, SRLS, 27, 6.795, 0
2026-02-19 16:43:53, QWH-50-70-24.txt, SRLS, 28, 10.626, 0
2026-02-19 16:43:54, QWH-50-70-24.txt, SRLS, 29, 0.534, 0
2026-02-19 16:43:57, QWH-50-70-24.txt, SRLS, 30, 2.944, 0
2026-02-19 16:44:07, QWH-50-70-25.txt, SRLS, 1, 10.064, 0
2026-02-19 16:44:50, QWH-50-70-25.txt, SRLS, 2, 42.939, 0
2026-02-19 16:44:52, QWH-50-70-25.txt, SRLS, 3, 1.839, 0
2026-02-19 16:45:04, QWH-50-70-25.txt, SRLS, 4, 12.404, 0
2026-02-19 16:45:21, QWH-50-70-25.txt, SRLS, 5, 16.524, 0
2026-02-19 16:45:24, QWH-50-70-25.txt, SRLS, 6, 2.484, 0
2026-02-19 16:45:24, QWH-50-70-25.txt, SRLS, 7, 0.606, 0
2026-02-19 16:45:31, QWH-50-70-25.txt, SRLS, 8, 6.487, 0
2026-02-19 16:45:36, QWH-50-70-25.txt, SRLS, 9, 4.418, 0
2026-02-19 16:45:38, QWH-50-70-25.txt, SRLS, 10, 2.430, 0
2026-02-19 16:45:41, QWH-50-70-25.txt, SRLS, 11, 2.643, 0
2026-02-19 16:45:45, QWH-50-70-25.txt, SRLS, 12, 3.935, 0
2026-02-19 16:46:11, QWH-50-70-25.txt, SRLS, 13, 25.659, 0
2026-02-19 16:46:17, QWH-50-70-25.txt, SRLS, 14, 6.401, 0
2026-02-19 16:46:33, QWH-50-70-25.txt, SRLS, 15, 16.126, 0
2026-02-19 16:46:39, QWH-50-70-25.txt, SRLS, 16, 5.480, 0
2026-02-19 16:46:43, QWH-50-70-25.txt, SRLS, 17, 4.311, 0
2026-02-19 16:46:47, QWH-50-70-25.txt, SRLS, 18, 3.108, 0
2026-02-19 16:46:58, QWH-50-70-25.txt, SRLS, 19, 11.390, 0
2026-02-19 16:47:04, QWH-50-70-25.txt, SRLS, 20, 6.229, 0
2026-02-19 16:47:13, QWH-50-70-25.txt, SRLS, 21, 8.473, 0
2026-02-19 16:47:19, QWH-50-70-25.txt, SRLS, 22, 6.353, 0
2026-02-19 16:47:37, QWH-50-70-25.txt, SRLS, 23, 17.139, 0
2026-02-19 16:47:41, QWH-50-70-25.txt, SRLS, 24, 4.274, 0
2026-02-19 16:47:49, QWH-50-70-25.txt, SRLS, 25, 7.560, 0
2026-02-19 16:47:50, QWH-50-70-25.txt, SRLS, 26, 0.815, 0
2026-02-19 16:49:01, QWH-50-70-25.txt, SRLS, 27, 70.701, 0
2026-02-19 16:49:03, QWH-50-70-25.txt, SRLS, 28, 2.074, 0
2026-02-19 16:49:04, QWH-50-70-25.txt, SRLS, 29, 1.236, 0
2026-02-19 16:49:11, QWH-50-70-25.txt, SRLS, 30, 6.884, 0
2026-02-19 16:50:06, QWH-50-70-26.txt, SRLS, 1, 54.668, 0
2026-02-19 16:51:02, QWH-50-70-26.txt, SRLS, 2, 55.638, 0
2026-02-19 16:52:02, QWH-50-70-26.txt, SRLS, 3, 60.287, 0
2026-02-19 16:52:11, QWH-50-70-26.txt, SRLS, 4, 8.450, 0
2026-02-19 16:52:55, QWH-50-70-26.txt, SRLS, 5, 44.609, 0
2026-02-19 16:56:41, QWH-50-70-26.txt, SRLS, 6, 225.722, 0
2026-02-19 16:58:33, QWH-50-70-26.txt, SRLS, 7, 111.926, 0
2026-02-19 17:04:26, QWH-50-70-26.txt, SRLS, 8, 352.685, 0
2026-02-19 17:07:21, QWH-50-70-26.txt, SRLS, 9, 174.589, 0
2026-02-19 17:07:31, QWH-50-70-26.txt, SRLS, 10, 10.679, 0
2026-02-19 17:09:55, QWH-50-70-26.txt, SRLS, 11, 143.939, 0
2026-02-19 17:10:49, QWH-50-70-26.txt, SRLS, 12, 53.102, 0
2026-02-19 17:12:13, QWH-50-70-26.txt, SRLS, 13, 84.350, 0
2026-02-19 17:12:48, QWH-50-70-26.txt, SRLS, 14, 34.827, 0
2026-02-19 17:13:42, QWH-50-70-26.txt, SRLS, 15, 53.493, 0
2026-02-19 17:15:46, QWH-50-70-26.txt, SRLS, 16, 123.991, 0
2026-02-19 17:17:21, QWH-50-70-26.txt, SRLS, 17, 95.368, 0
2026-02-19 17:23:21, QWH-50-70-26.txt, SRLS, 18, 359.847, 0
2026-02-19 17:27:21, QWH-50-70-26.txt, SRLS, 19, 239.942, 0
2026-02-19 17:33:53, QWH-50-70-26.txt, SRLS, 20, 391.015, 0
2026-02-19 17:33:57, QWH-50-70-26.txt, SRLS, 21, 4.675, 0
2026-02-19 17:37:07, QWH-50-70-26.txt, SRLS, 22, 189.207, 0
2026-02-19 17:38:21, QWH-50-70-26.txt, SRLS, 23, 73.924, 0
2026-02-19 17:38:28, QWH-50-70-26.txt, SRLS, 24, 6.702, 0
2026-02-19 17:40:37, QWH-50-70-26.txt, SRLS, 25, 128.913, 0
2026-02-19 17:41:39, QWH-50-70-26.txt, SRLS, 26, 62.124, 0
2026-02-19 17:42:47, QWH-50-70-26.txt, SRLS, 27, 67.996, 0
2026-02-19 17:42:59, QWH-50-70-26.txt, SRLS, 28, 12.384, 0
2026-02-19 17:43:29, QWH-50-70-26.txt, SRLS, 29, 29.423, 0
2026-02-19 17:51:22, QWH-50-70-26.txt, SRLS, 30, 473.200, 0
2026-02-19 17:51:45, QWH-50-70-27.txt, SRLS, 1, 22.656, 0
2026-02-19 17:52:01, QWH-50-70-27.txt, SRLS, 2, 15.634, 0
2026-02-19 17:52:06, QWH-50-70-27.txt, SRLS, 3, 4.871, 0
2026-02-19 17:52:10, QWH-50-70-27.txt, SRLS, 4, 3.759, 0
2026-02-19 17:52:36, QWH-50-70-27.txt, SRLS, 5, 26.603, 0
2026-02-19 17:52:50, QWH-50-70-27.txt, SRLS, 6, 13.489, 0
2026-02-19 17:52:54, QWH-50-70-27.txt, SRLS, 7, 4.035, 0
2026-02-19 17:52:56, QWH-50-70-27.txt, SRLS, 8, 2.056, 0
2026-02-19 17:53:05, QWH-50-70-27.txt, SRLS, 9, 8.900, 0
2026-02-19 17:53:30, QWH-50-70-27.txt, SRLS, 10, 24.606, 0
2026-02-19 17:53:37, QWH-50-70-27.txt, SRLS, 11, 6.754, 0
2026-02-19 17:53:38, QWH-50-70-27.txt, SRLS, 12, 1.046, 0
2026-02-19 17:53:53, QWH-50-70-27.txt, SRLS, 13, 14.354, 0
2026-02-19 17:54:00, QWH-50-70-27.txt, SRLS, 14, 6.964, 0
2026-02-19 17:54:05, QWH-50-70-27.txt, SRLS, 15, 4.767, 0
2026-02-19 17:54:08, QWH-50-70-27.txt, SRLS, 16, 3.623, 0
2026-02-19 17:54:12, QWH-50-70-27.txt, SRLS, 17, 3.522, 0
2026-02-19 17:54:13, QWH-50-70-27.txt, SRLS, 18, 0.954, 0
2026-02-19 17:54:22, QWH-50-70-27.txt, SRLS, 19, 8.679, 0
2026-02-19 17:54:25, QWH-50-70-27.txt, SRLS, 20, 2.654, 0
2026-02-19 17:54:26, QWH-50-70-27.txt, SRLS, 21, 0.899, 0
2026-02-19 17:54:28, QWH-50-70-27.txt, SRLS, 22, 2.213, 0
2026-02-19 17:54:34, QWH-50-70-27.txt, SRLS, 23, 6.487, 0
2026-02-19 17:54:35, QWH-50-70-27.txt, SRLS, 24, 0.508, 0
2026-02-19 17:54:44, QWH-50-70-27.txt, SRLS, 25, 8.476, 0
2026-02-19 17:54:48, QWH-50-70-27.txt, SRLS, 26, 4.533, 0
2026-02-19 17:55:00, QWH-50-70-27.txt, SRLS, 27, 11.525, 0
2026-02-19 17:55:06, QWH-50-70-27.txt, SRLS, 28, 6.167, 0
2026-02-19 17:55:17, QWH-50-70-27.txt, SRLS, 29, 10.237, 0
2026-02-19 17:55:19, QWH-50-70-27.txt, SRLS, 30, 2.732, 0
2026-02-19 17:55:21, QWH-50-70-28.txt, SRLS, 1, 0.977, 0
2026-02-19 17:55:27, QWH-50-70-28.txt, SRLS, 2, 6.380, 0
2026-02-19 17:55:34, QWH-50-70-28.txt, SRLS, 3, 6.381, 0
2026-02-19 17:55:52, QWH-50-70-28.txt, SRLS, 4, 18.071, 0
2026-02-19 17:55:56, QWH-50-70-28.txt, SRLS, 5, 4.292, 0
2026-02-19 17:56:00, QWH-50-70-28.txt, SRLS, 6, 3.482, 0
2026-02-19 17:56:01, QWH-50-70-28.txt, SRLS, 7, 1.645, 0
2026-02-19 17:56:09, QWH-50-70-28.txt, SRLS, 8, 7.832, 0
2026-02-19 17:56:46, QWH-50-70-28.txt, SRLS, 9, 36.889, 0
2026-02-19 17:57:09, QWH-50-70-28.txt, SRLS, 10, 22.749, 0
2026-02-19 17:57:27, QWH-50-70-28.txt, SRLS, 11, 17.834, 0
2026-02-19 17:57:47, QWH-50-70-28.txt, SRLS, 12, 19.638, 0
2026-02-19 17:57:55, QWH-50-70-28.txt, SRLS, 13, 8.383, 0
2026-02-19 17:58:55, QWH-50-70-28.txt, SRLS, 14, 59.014, 0
2026-02-19 17:59:57, QWH-50-70-28.txt, SRLS, 15, 62.065, 0
2026-02-19 18:00:12, QWH-50-70-28.txt, SRLS, 16, 15.013, 0
2026-02-19 18:00:20, QWH-50-70-28.txt, SRLS, 17, 7.760, 0
2026-02-19 18:00:23, QWH-50-70-28.txt, SRLS, 18, 3.324, 0
2026-02-19 18:00:35, QWH-50-70-28.txt, SRLS, 19, 12.174, 0
2026-02-19 18:00:37, QWH-50-70-28.txt, SRLS, 20, 1.205, 0
2026-02-19 18:00:43, QWH-50-70-28.txt, SRLS, 21, 5.832, 0
2026-02-19 18:00:44, QWH-50-70-28.txt, SRLS, 22, 1.274, 0
2026-02-19 18:00:46, QWH-50-70-28.txt, SRLS, 23, 1.281, 0
2026-02-19 18:00:57, QWH-50-70-28.txt, SRLS, 24, 11.325, 0
2026-02-19 18:01:21, QWH-50-70-28.txt, SRLS, 25, 23.877, 0
2026-02-19 18:01:25, QWH-50-70-28.txt, SRLS, 26, 3.493, 0
2026-02-19 18:01:32, QWH-50-70-28.txt, SRLS, 27, 7.114, 0
2026-02-19 18:01:34, QWH-50-70-28.txt, SRLS, 28, 2.164, 0
2026-02-19 18:01:35, QWH-50-70-28.txt, SRLS, 29, 0.948, 0
2026-02-19 18:01:37, QWH-50-70-28.txt, SRLS, 30, 1.881, 0
2026-02-19 18:01:39, QWH-50-70-29.txt, SRLS, 1, 1.332, 0
2026-02-19 18:01:44, QWH-50-70-29.txt, SRLS, 2, 5.022, 0
2026-02-19 18:01:50, QWH-50-70-29.txt, SRLS, 3, 6.045, 0
2026-02-19 18:01:58, QWH-50-70-29.txt, SRLS, 4, 7.815, 0
2026-02-19 18:02:05, QWH-50-70-29.txt, SRLS, 5, 6.772, 0
2026-02-19 18:02:16, QWH-50-70-29.txt, SRLS, 6, 11.012, 0
2026-02-19 18:02:28, QWH-50-70-29.txt, SRLS, 7, 11.858, 0
2026-02-19 18:02:31, QWH-50-70-29.txt, SRLS, 8, 3.150, 0
2026-02-19 18:02:47, QWH-50-70-29.txt, SRLS, 9, 15.805, 0
2026-02-19 18:02:57, QWH-50-70-29.txt, SRLS, 10, 9.527, 0
2026-02-19 18:02:59, QWH-50-70-29.txt, SRLS, 11, 1.981, 0
2026-02-19 18:03:00, QWH-50-70-29.txt, SRLS, 12, 1.215, 0
2026-02-19 18:03:22, QWH-50-70-29.txt, SRLS, 13, 21.701, 0
2026-02-19 18:03:27, QWH-50-70-29.txt, SRLS, 14, 4.701, 0
2026-02-19 18:03:29, QWH-50-70-29.txt, SRLS, 15, 1.793, 0
2026-02-19 18:03:36, QWH-50-70-29.txt, SRLS, 16, 7.803, 0
2026-02-19 18:03:42, QWH-50-70-29.txt, SRLS, 17, 5.746, 0
2026-02-19 18:03:45, QWH-50-70-29.txt, SRLS, 18, 2.878, 0
2026-02-19 18:03:48, QWH-50-70-29.txt, SRLS, 19, 2.183, 0
2026-02-19 18:04:00, QWH-50-70-29.txt, SRLS, 20, 12.178, 0
2026-02-19 18:04:01, QWH-50-70-29.txt, SRLS, 21, 0.765, 0
2026-02-19 18:04:03, QWH-50-70-29.txt, SRLS, 22, 2.384, 0
2026-02-19 18:04:06, QWH-50-70-29.txt, SRLS, 23, 2.601, 0
2026-02-19 18:04:08, QWH-50-70-29.txt, SRLS, 24, 1.914, 0
2026-02-19 18:04:13, QWH-50-70-29.txt, SRLS, 25, 5.236, 0
2026-02-19 18:04:16, QWH-50-70-29.txt, SRLS, 26, 2.485, 0
2026-02-19 18:04:17, QWH-50-70-29.txt, SRLS, 27, 0.541, 0
2026-02-19 18:04:23, QWH-50-70-29.txt, SRLS, 28, 6.025, 0
2026-02-19 18:04:25, QWH-50-70-29.txt, SRLS, 29, 2.588, 0
2026-02-19 18:04:33, QWH-50-70-29.txt, SRLS, 30, 7.422, 0
2026-02-19 18:04:37, QWH-50-70-3.txt, SRLS, 1, 3.384, 0
2026-02-19 18:04:38, QWH-50-70-3.txt, SRLS, 2, 1.437, 0
2026-02-19 18:04:39, QWH-50-70-3.txt, SRLS, 3, 0.333, 0
2026-02-19 18:04:39, QWH-50-70-3.txt, SRLS, 4, 0.679, 0
2026-02-19 18:04:40, QWH-50-70-3.txt, SRLS, 5, 0.717, 0
2026-02-19 18:04:42, QWH-50-70-3.txt, SRLS, 6, 1.658, 0
2026-02-19 18:04:44, QWH-50-70-3.txt, SRLS, 7, 1.533, 0
2026-02-19 18:04:44, QWH-50-70-3.txt, SRLS, 8, 0.583, 0
2026-02-19 18:04:46, QWH-50-70-3.txt, SRLS, 9, 1.514, 0
2026-02-19 18:04:47, QWH-50-70-3.txt, SRLS, 10, 0.685, 0
2026-02-19 18:04:50, QWH-50-70-3.txt, SRLS, 11, 3.294, 0
2026-02-19 18:04:51, QWH-50-70-3.txt, SRLS, 12, 0.490, 0
2026-02-19 18:04:51, QWH-50-70-3.txt, SRLS, 13, 0.365, 0
2026-02-19 18:04:56, QWH-50-70-3.txt, SRLS, 14, 4.807, 0
2026-02-19 18:04:57, QWH-50-70-3.txt, SRLS, 15, 0.384, 0
2026-02-19 18:04:57, QWH-50-70-3.txt, SRLS, 16, 0.637, 0
2026-02-19 18:04:58, QWH-50-70-3.txt, SRLS, 17, 0.900, 0
2026-02-19 18:05:02, QWH-50-70-3.txt, SRLS, 18, 2.962, 0
2026-02-19 18:05:03, QWH-50-70-3.txt, SRLS, 19, 0.965, 0
2026-02-19 18:05:07, QWH-50-70-3.txt, SRLS, 20, 3.846, 0
2026-02-19 18:05:09, QWH-50-70-3.txt, SRLS, 21, 2.042, 0
2026-02-19 18:05:10, QWH-50-70-3.txt, SRLS, 22, 0.824, 0
2026-02-19 18:05:13, QWH-50-70-3.txt, SRLS, 23, 2.923, 0
2026-02-19 18:05:15, QWH-50-70-3.txt, SRLS, 24, 2.111, 0
2026-02-19 18:05:18, QWH-50-70-3.txt, SRLS, 25, 2.982, 0
2026-02-19 18:05:19, QWH-50-70-3.txt, SRLS, 26, 0.660, 0
2026-02-19 18:05:20, QWH-50-70-3.txt, SRLS, 27, 1.201, 0
2026-02-19 18:05:26, QWH-50-70-3.txt, SRLS, 28, 5.514, 0
2026-02-19 18:05:30, QWH-50-70-3.txt, SRLS, 29, 4.372, 0
2026-02-19 18:05:32, QWH-50-70-3.txt, SRLS, 30, 1.535, 0
2026-02-19 18:05:43, QWH-50-70-30.txt, SRLS, 1, 10.852, 0
2026-02-19 18:05:49, QWH-50-70-30.txt, SRLS, 2, 5.855, 0
2026-02-19 18:05:54, QWH-50-70-30.txt, SRLS, 3, 4.592, 0
2026-02-19 18:05:54, QWH-50-70-30.txt, SRLS, 4, 0.587, 0
2026-02-19 18:05:57, QWH-50-70-30.txt, SRLS, 5, 2.275, 0
2026-02-19 18:06:06, QWH-50-70-30.txt, SRLS, 6, 9.303, 0
2026-02-19 18:06:11, QWH-50-70-30.txt, SRLS, 7, 4.459, 0
2026-02-19 18:06:13, QWH-50-70-30.txt, SRLS, 8, 2.091, 0
2026-02-19 18:06:15, QWH-50-70-30.txt, SRLS, 9, 1.737, 0
2026-02-19 18:06:16, QWH-50-70-30.txt, SRLS, 10, 1.368, 0
2026-02-19 18:06:18, QWH-50-70-30.txt, SRLS, 11, 1.455, 0
2026-02-19 18:06:20, QWH-50-70-30.txt, SRLS, 12, 1.840, 0
2026-02-19 18:06:43, QWH-50-70-30.txt, SRLS, 13, 23.622, 0
2026-02-19 18:06:47, QWH-50-70-30.txt, SRLS, 14, 3.730, 0
2026-02-19 18:06:50, QWH-50-70-30.txt, SRLS, 15, 2.897, 0
2026-02-19 18:06:56, QWH-50-70-30.txt, SRLS, 16, 5.235, 0
2026-02-19 18:07:04, QWH-50-70-30.txt, SRLS, 17, 8.149, 0
2026-02-19 18:07:06, QWH-50-70-30.txt, SRLS, 18, 2.214, 0
2026-02-19 18:07:11, QWH-50-70-30.txt, SRLS, 19, 5.081, 0
2026-02-19 18:07:13, QWH-50-70-30.txt, SRLS, 20, 1.569, 0
2026-02-19 18:07:15, QWH-50-70-30.txt, SRLS, 21, 1.651, 0
2026-02-19 18:07:28, QWH-50-70-30.txt, SRLS, 22, 12.576, 0
2026-02-19 18:07:35, QWH-50-70-30.txt, SRLS, 23, 7.314, 0
2026-02-19 18:07:40, QWH-50-70-30.txt, SRLS, 24, 5.080, 0
2026-02-19 18:07:43, QWH-50-70-30.txt, SRLS, 25, 3.074, 0
2026-02-19 18:07:47, QWH-50-70-30.txt, SRLS, 26, 3.171, 0
2026-02-19 18:07:51, QWH-50-70-30.txt, SRLS, 27, 4.488, 0
2026-02-19 18:07:53, QWH-50-70-30.txt, SRLS, 28, 1.713, 0
2026-02-19 18:07:56, QWH-50-70-30.txt, SRLS, 29, 3.089, 0
2026-02-19 18:07:59, QWH-50-70-30.txt, SRLS, 30, 3.082, 0
2026-02-19 18:08:29, QWH-50-70-31.txt, SRLS, 1, 29.477, 0
2026-02-19 18:09:12, QWH-50-70-31.txt, SRLS, 2, 42.878, 0
2026-02-19 18:09:13, QWH-50-70-31.txt, SRLS, 3, 0.793, 0
2026-02-19 18:09:14, QWH-50-70-31.txt, SRLS, 4, 1.085, 0
2026-02-19 18:09:17, QWH-50-70-31.txt, SRLS, 5, 2.580, 0
2026-02-19 18:09:48, QWH-50-70-31.txt, SRLS, 6, 30.641, 0
2026-02-19 18:10:07, QWH-50-70-31.txt, SRLS, 7, 19.115, 0
2026-02-19 18:10:14, QWH-50-70-31.txt, SRLS, 8, 7.017, 0
2026-02-19 18:10:25, QWH-50-70-31.txt, SRLS, 9, 10.865, 0
2026-02-19 18:10:33, QWH-50-70-31.txt, SRLS, 10, 7.434, 0
2026-02-19 18:10:37, QWH-50-70-31.txt, SRLS, 11, 4.497, 0
2026-02-19 18:10:38, QWH-50-70-31.txt, SRLS, 12, 1.120, 0
2026-02-19 18:10:45, QWH-50-70-31.txt, SRLS, 13, 6.879, 0
2026-02-19 18:10:50, QWH-50-70-31.txt, SRLS, 14, 4.577, 0
2026-02-19 18:10:52, QWH-50-70-31.txt, SRLS, 15, 1.744, 0
2026-02-19 18:10:53, QWH-50-70-31.txt, SRLS, 16, 0.550, 0
2026-02-19 18:10:59, QWH-50-70-31.txt, SRLS, 17, 6.726, 0
2026-02-19 18:11:01, QWH-50-70-31.txt, SRLS, 18, 1.815, 0
2026-02-19 18:11:04, QWH-50-70-31.txt, SRLS, 19, 2.773, 0
2026-02-19 18:11:08, QWH-50-70-31.txt, SRLS, 20, 3.984, 0
2026-02-19 18:11:29, QWH-50-70-31.txt, SRLS, 21, 20.270, 0
2026-02-19 18:11:32, QWH-50-70-31.txt, SRLS, 22, 2.841, 0
2026-02-19 18:11:52, QWH-50-70-31.txt, SRLS, 23, 20.170, 0
2026-02-19 18:11:55, QWH-50-70-31.txt, SRLS, 24, 2.505, 0
2026-02-19 18:11:59, QWH-50-70-31.txt, SRLS, 25, 4.309, 0
2026-02-19 18:12:05, QWH-50-70-31.txt, SRLS, 26, 5.954, 0
2026-02-19 18:12:07, QWH-50-70-31.txt, SRLS, 27, 2.009, 0
2026-02-19 18:12:18, QWH-50-70-31.txt, SRLS, 28, 10.787, 0
2026-02-19 18:12:19, QWH-50-70-31.txt, SRLS, 29, 0.556, 0
2026-02-19 18:12:42, QWH-50-70-31.txt, SRLS, 30, 23.047, 0
2026-02-19 18:12:43, QWH-50-70-32.txt, SRLS, 1, 0.771, 0
2026-02-19 18:12:54, QWH-50-70-32.txt, SRLS, 2, 10.766, 0
2026-02-19 18:12:59, QWH-50-70-32.txt, SRLS, 3, 5.182, 0
2026-02-19 18:13:06, QWH-50-70-32.txt, SRLS, 4, 6.872, 0
2026-02-19 18:13:07, QWH-50-70-32.txt, SRLS, 5, 0.636, 0
2026-02-19 18:13:10, QWH-50-70-32.txt, SRLS, 6, 3.137, 0
2026-02-19 18:13:13, QWH-50-70-32.txt, SRLS, 7, 3.347, 0
2026-02-19 18:13:19, QWH-50-70-32.txt, SRLS, 8, 5.038, 0
2026-02-19 18:13:20, QWH-50-70-32.txt, SRLS, 9, 1.637, 0
2026-02-19 18:13:21, QWH-50-70-32.txt, SRLS, 10, 0.441, 0
2026-02-19 18:13:23, QWH-50-70-32.txt, SRLS, 11, 2.109, 0
2026-02-19 18:13:25, QWH-50-70-32.txt, SRLS, 12, 1.291, 0
2026-02-19 18:13:26, QWH-50-70-32.txt, SRLS, 13, 1.376, 0
2026-02-19 18:13:31, QWH-50-70-32.txt, SRLS, 14, 4.431, 0
2026-02-19 18:13:35, QWH-50-70-32.txt, SRLS, 15, 4.713, 0
2026-02-19 18:13:41, QWH-50-70-32.txt, SRLS, 16, 5.800, 0
2026-02-19 18:13:44, QWH-50-70-32.txt, SRLS, 17, 2.050, 0
2026-02-19 18:13:50, QWH-50-70-32.txt, SRLS, 18, 6.365, 0
2026-02-19 18:13:50, QWH-50-70-32.txt, SRLS, 19, 0.327, 0
2026-02-19 18:14:01, QWH-50-70-32.txt, SRLS, 20, 10.879, 0
2026-02-19 18:14:06, QWH-50-70-32.txt, SRLS, 21, 4.641, 0
2026-02-19 18:14:16, QWH-50-70-32.txt, SRLS, 22, 9.498, 0
2026-02-19 18:14:19, QWH-50-70-32.txt, SRLS, 23, 3.191, 0
2026-02-19 18:14:22, QWH-50-70-32.txt, SRLS, 24, 2.953, 0
2026-02-19 18:14:29, QWH-50-70-32.txt, SRLS, 25, 6.976, 0
2026-02-19 18:14:38, QWH-50-70-32.txt, SRLS, 26, 8.919, 0
2026-02-19 18:14:39, QWH-50-70-32.txt, SRLS, 27, 0.847, 0
